,sentence,field,form_subj,lemma_subj,form_verb,lemma_verb,form_obj,lemma_obj,clean
1124,Modern ändrade sitt namn till Miriam och togs därmed för judisk av de flesta i omgivningen.,прятать,modern,modern,ändrade,ändra,namn,namn,True
1125,Moe ändrade baren till en familjerestaurang när han märkte att han kunde tjäna mer på familjer än alkoholister.,прятать,moe,moe,ändrade,ändra,baren,bare,True
1126,Möjligen avlägsades den redan då skeppet bytte namn till Sverige.,прятать,skeppet,skepp,bytte,byta,namn,namn,True
1127,"Moore hade då en dispyt med Wein över om de skulle ändra slutet, där Moore till slut fick sin vilja igenom.",прятать,de,de,ändra,ändra,slutet,slut,True
1128,Moorer bytte nu ännu en gång tränare när han ersatte Teddy Atlas med Freddie Roach.,прятать,moorer,moor,bytte,byta,tränare,trän,True
1130,Motorer Trimning av en motor innebär att man förändrar motorns funktion så att fordonet går att köra i en högre hastighet och bli starkare än vad den är typgodkänd för.,прятать,man,man,förändrar,förändra,funktion,funktion,True
1131,Mot slutet av 1970-talet bytte bandet dock ett par medlemmar och även musikalisk stil.,прятать,bandet,bande,bytte,byta,medlemmar,medlem,True
1132,"Mot två glassar byter Sune plats med Svenne, och Sune sätter sig i bussen, Svenne i familjen Anderssons bil.",прятать,sune,sune,byter,byta,plats,plats,True
1133,"Mot två glassar byter Sune plats med Svenne, och Sune sätter sig i bussen, Svenne i familjen Anderssons bil.",прятать,bil,bil,byter,byta,plats,plats,True
1134,"Museet ändrade senare tavlans titel till ”Karl XV med familj nedanför ”Calles klint”, det var ett försök att tolka det obegripliga ”Calles klimp”.",прятать,museet,muse,ändrade,ändra,titel,titel,True
1135,Musiken ändrar sig också ju närmare man befinner sig en Witch.,прятать,musiken,musik,ändrar,ändra,sig,sig,True
1136,Musklerna ändrar ljudet genom att ändra spänningen i luftstrupens öppningar och membran.,прятать,musklerna,muskl,ändrar,ändra,ljudet,ljud,True
1137,Nackdelar var att en turbin ej kan byta rotationsriktning och att verkningsgraden blev dålig vid lägre farter.,прятать,nackdelar,nackdel,byta,byta,rotationsriktning,rotationsriktning,True
1138,Nackdelar var att en turbin ej kan byta rotationsriktning och att verkningsgraden blev dålig vid lägre farter.,прятать,turbin,turbin,byta,byta,rotationsriktning,rotationsriktning,True
1139,"Någon gång under den här tiden bytte hon identitet till ""Elise Deauxnim"" och skrev barnböcker.",прятать,hon,hon,bytte,byta,gång,gång,True
1140,Någon helt övertygande förklaring till varför holmen fick byta namn på 1630-talet är inte känd.,прятать,holmen,holm,byta,byta,namn,namn,True
1141,Något som år 1946 bekräftades genom att man ändrade benämningen från folkminnesforskning till folklivsforskning och Sigfrid Svensson blev ämnesföreträdare.,прятать,man,man,ändrade,ändra,benämningen,benämning,True
1142,"Några år senare, 1939, bytte även det svenska centralförbundet namn till Sveriges Akademiska Förbund för Utrikespolitik (SAFU).",прятать,centralförbundet,centralförbunde,bytte,byta,namn,namn,True
1143,Några öronlösa sälar får den nya pälsen redan i livmodern medan många öronsälar byter pälsen två eller tre månader efter födelsen.,прятать,pälsen,pälse,byter,byta,månader,månad,True
1144,Namnbyte år 2012 År 2012 bytte parfymen namn från Miss Dior Chérie till Miss Dior.,прятать,parfymen,parfym,bytte,byta,namn,namn,True
1145,"Namnbyte RFSL – Riksförbundet för sexuellt likaberättigande bytte namn 2 juli 2007 till RFSL – Riksförbundet för homosexuellas, bisexuellas och transpersoners rättigheter för att tydligare visa att de arbetar för alla hbt-personers rättigheter.",прятать,rfsl,rfsl,bytte,byta,namn,namn,True
1146,Namnbytet skedde samtidigt med att modertidningen bytte tillbaka från Arbetet Nyheterna till Arbetet.,прятать,modertidningen,modertidning,bytte,byta,nyheterna,nyhet,True
1147,"Namnet är mindre lyckat, och även det logiskt berättigade i en dylik tudelning kan man betvivla, men Delbrücks stora förtjänst att ha påpekat hur även krigföringen med nödvändighet växlar karaktär efter sina medel och sina mål kan inte förnekas.",прятать,krigföringen,krigföring,växlar,växla,karaktär,karaktär,True
1148,"Namnet har ändrat stavning, i modern tid stavas det med Ä istället för E. Fortfarande syns spåren av Elgerum kvar i namn som Elgerumsskolan men även industriområdet Älgerum.",прятать,namnet,namn,ändrat,ändra,stavning,stavning,True
1149,Namnet HTV behölls även för nyhetsprogrammen fram till 2 februari 2004 då de också bytte namn till ITV.,прятать,de,en,bytte,byta,namn,namn,True
1150,Namnlängd Under tidernas lopp har Postgumman bytt skepnad åtskilliga gånger.,прятать,namnlängd,namnlängd,bytt,byta,gånger,gång,True
1151,Namnlängd Under tidernas lopp har Postgumman bytt skepnad åtskilliga gånger.,прятать,postgumman,postgumman,bytt,byta,gånger,gång,True
1152,"När armén bytte sida och började stödja de allierade med gerillakrig sågs detta som en seger av burmeserna och Pyinmana blev en symbol inom den burmesiska armén som platsen där ""de överlägsna angriparna"" besegrades.",прятать,armén,armé,bytte,byta,sida,sida,True
1153,"När batteribyte sker i en produkt med flera batterier bör man byta samtliga batterier på en gång och helst bara använda nya, alternativt fulladdade, batterier av samma typ, märke och styrka.",прятать,man,man,byta,byta,batterier,batteri,True
1154,"När Boije avled lades Efter Boijes död låg verksamheten i stiftelsen ner fram till 1969, då Tingvallagymnasiets rektor lämnade in en skrivelse till Länsstyrelsen där stiftelsen bytte namn till Erik Boijes stiftelse.",прятать,stiftelsen,stiftelse,bytte,byta,namn,namn,True
1155,"När Bolibompa ändrade allt, studio och programmen så slutade Johan på Bolibompa.",прятать,bolibompa,bolibompa,ändrade,ändra,studio,studio,True
1156,När Centerpartiet ändrade linje och blev positivt till nya relationer mellan Svenska kyrkan och staten hade Anders Svärd en viktig roll när det gällde utformningen av Svenska kyrkans nya arbetsvillkor.,прятать,centerpartiet,centerparti,ändrade,ändra,linje,linje,True
1157,När Centerpartiet kom i regeringsställning 2006 ändrade partiet ståndpunkt och deltog i beslutet om en nedläggning.,прятать,partiet,parti,ändrade,ändra,ståndpunkt,ståndpunkt,True
1158,När de skrev på sponsoravtalet med AXA bytte arenan även namn till Estádio AXA.,прятать,arenan,arena,bytte,byta,namn,namn,True
1159,När det är som mörkast träffar de främlingen Walter ( Tchéky Karyo ) och han förändrar deras liv på ett oväntat sätt.,прятать,han,han,förändrar,förändra,liv,liv,True
1160,När ett flygplan med två av deras kamrater blir nedskjutet och flygplansvraket visas upp i vietnamesisk TV ändrar sig Cole och börjar tillsammans med Grafton att planera deras eget uppdrag mot Nordvietnam.,прятать,cole,cole,ändrar,ändra,sig,sig,True
1161,När ett leddjur byter hud är dess kropp som mest oskyddad och de är då extra sårbara för fiender.,прятать,leddjur,leddjur,byter,byta,hud,hud,True
1162,När gruppen senare samma år bytte namn till Earth fick de veta att namnet redan användes av ett annat engelskt band.,прятать,gruppen,grupp,bytte,byta,namn,namn,True
1163,När gruppens sångare lämnade gruppen byttes han ut mot Ian Gillan och man ändrade gruppnamnet till Episode Six.,прятать,man,man,ändrade,ändra,gruppnamnet,gruppnamn,True
1164,"När han började tägga till samplingar av ljud i spelet, fann han ett intressant samband mellan de vanliga plattformselementen och musiken, där banan ""dansade till musiken"", som gjorde att han ändrade spelet till dess slutliga form.",прятать,han,han,ändrade,ändra,spelet,spel,True
1165,"När han hade lämnat Iron Maiden ändrade han sin sångstil lite då och då, från teaterdramatisk på låtar som Tears of the Dragon till rå och bluesartad stil som på Inertia.",прятать,han,han,ändrade,ändra,sångstil,sångstil,True
1166,"När hastigheten ändrar riktning, är accelerationen inte parallell med rörelseriktningen.",прятать,hastigheten,hastighet,ändrar,ändra,riktning,riktning,True
1167,"När hon med jämna mellanrum byter underlag eller ändrar riktning, fortsätter den hane som cirklade runt henne att befrukta den redan lagda rommen.",прятать,hon,hon,byter,byta,underlag,underlag,True
1168,När Jan Emanuelsgården år 2005 bytte föreståndare till Johanssons far underkände länsstyrelsen denne eftersom de ansåg att han saknade kompetens som föreståndare.,прятать,jan,jan,bytte,byta,föreståndare,föreståndare,True
1169,När J-League ändrade sina regler 2000 ändrade laget sitt namn tillbaka till det nuvarande.,прятать,j,j,ändrade,ändra,regler,regel,True
1170,När J-League ändrade sina regler 2000 ändrade laget sitt namn tillbaka till det nuvarande.,прятать,laget,lag,ändrade,ändra,namn,namn,True
1171,När keyboardisten Jon Lord och gitarristen Derek Griffiths gick med så bytte man namn från Art Wood Combo till The Artwoods.,прятать,man,man,bytte,byta,namn,namn,True
1172,När keyboardisten Jon Lord och gitarristen Derek Griffiths gick med så bytte man namn från Art Wood Combo till The Artwoods.,прятать,combo,combo,bytte,byta,namn,namn,True
1173,"När Kronobergsbrigaden (IB 11) utgick ur krigsorganisationen 1991, bytte Blekingebrigaden (IB 41) namn till ""Kronobergsbrigaden"" för att återknyta till regementsnamnet.",прятать,blekingebrigaden,blekingebrigad,bytte,byta,namn,namn,True
1174,"När Kronobergsbrigaden (IB 11) utgick ur krigsorganisationen 1991, bytte Blekingebrigaden (IB 41) namn till ""Kronobergsbrigaden"" för att återknyta till regementsnamnet.",прятать,ib,ib,bytte,byta,namn,namn,True
1175,När larven kommer in i det senare larvstadiet ändrar den färg och blir gulorange.,прятать,den,en,ändrar,ändra,färg,färg,True
1176,När Leonard Linden tog över verksamheten 1908 förändrade han den till en smörgåsservering utan spriträttigheter där det framfördes levande musik.,прятать,han,han,förändrade,förändra,den,den,True
1177,När Love hoppade av bandet bytte de namn till Italian WhoreNuns.,прятать,de,en,bytte,byta,namn,namn,True
1178,När man förändrar sina tankar och attityder kommer även hållningen och rörelsemönstret att förändras.,прятать,man,man,förändrar,förändra,tankar,tanke,True
1179,"När manusförfattarna ibland ändrat historierna så att de skiljde sig från Doyles berättelser, ledde detta stundtals till heta diskussioner.",прятать,manusförfattarna,manusförfatt,ändrat,ändra,historierna,histori,True
1180,När Martin Fry rekryterades bytte man dock namn och övergick till en soul/funk-inspirerad popmusik.,прятать,man,man,bytte,byta,namn,namn,True
1181,När McGovern såg den skotske komikern och skådespelaren Robbie Coltrane ändrade han hela konceptet.,прятать,han,han,ändrade,ändra,konceptet,koncept,True
1182,"När Milky Way kom till Sverige 1978 gick den under namnet 3 Musketeers, men den bytte senare namn till Milky Way.",прятать,den,den,bytte,byta,namn,namn,True
1183,När Newcastle-upon-Tyne East and Wallsends parlamentsledamot Mike Thomas bytte parti från Labour till Social Democratic Party blev Brown Labours nya kandidat i valkretsen.,прятать,newcastle,newcastle,bytte,byta,parti,parti,True
1184,När Newcastle-upon-Tyne East and Wallsends parlamentsledamot Mike Thomas bytte parti från Labour till Social Democratic Party blev Brown Labours nya kandidat i valkretsen.,прятать,mike,mike,bytte,byta,parti,parti,True
1185,När Nilssons femårskontrakt löpte ut 1932 sålde han sitt biopalats till Svensk Filmindustri (SF) som ändrade namnet till Lyran.,прятать,som,som,ändrade,ändra,namnet,namn,True
1186,"När oljepriset under oljekrisen 1973 sköt i höjden ansågs gasturbiner som oekonomiskt och projektet bytte riktning från energikällan gasturbiner till kontaktledning, detta i samband med att Frankrike satsade stort på kärnkraft som en följd av oljekrisen.",прятать,projektet,projekt,bytte,byta,riktning,riktning,True
1187,När Paul återvände till England så bytte bandet namn till Battlezone.,прятать,bandet,bande,bytte,byta,namn,namn,True
1188,När polisen förflyttar Lulu byter hon kläder med en tjänsteflicka och flyr utan att bli igenkänd.,прятать,hon,hon,byter,byta,kläder,kläder,True
1189,"När rådet beslutar på förslag av kommissionen krävs enhällighet för att rådet ska kunna ändra förslaget, utom när en förlikningskommitté har sammankallats eller när budgetförfarandet tillämpas.",прятать,rådet,råd,ändra,ändra,förslaget,förslag,True
1190,"När Rumänien bytte sida i kriget under 1944 flyttade många rumänientyskar västerut, framför allt till Österrike och Tyskland.",прятать,rumänien,rumänien,bytte,byta,sida,sida,True
1191,När såpoperan bytte medium till tv under 1950- och 1960-talen producerades de allra flesta av Procter & Gamble Productions.,прятать,såpoperan,såpoperan,bytte,byta,medium,medium,True
1192,När sedan befolkningen går till val är det vanligt att man ändrar valresultaten genom att lägga i extra röster för sittande regim.,прятать,man,man,ändrar,ändra,valresultaten,valresultat,True
1193,"När spetsen går över toppar och dalar i provets yta böjs eller vrids balken, vilket ändrar den vinkel som lasern träffar fotodetektorn med.",прятать,vilket,vilken,ändrar,ändra,vinkel,vinkel,True
1194,När stenar byter ägare flyttas de sällan utan den nye ägaren får muntlig vetskap om alla tidigare ägare.,прятать,stenar,sten,byter,byta,flyttas,flytta,True
1195,"När stödet drogs in fallerade tidningen 1833, varefter Crusenstolpe bytte sida och åter började samarbeta med Hierta.",прятать,varefter,varefter,bytte,byta,sida,sida,True
1196,"När Syrien lämnade unionen 1961 bytte man tillbaka den tidigare flaggan i grönt, vitt och svart med tre röda stjärnor.",прятать,man,man,bytte,byta,flaggan,flagga,True
1197,"När tåget från Malmö blev synligt i snöyran väntade han tills det var nära innan han ändrade semaforen till ""kör varsamt"".",прятать,han,han,ändrade,ändra,semaforen,semafor,True
1198,"När tillfälle gavs och ett lättfånget byte visade sig, bytte man ofta handelmannens våg mot vikingens svärd.",прятать,man,man,bytte,byta,våg,våg,True
1199,"När Tom Bombadill dök upp i Sagan om ringen tyckte Tolkien inte att påfågelfjädern passade in i berättelsen, så han bytte ut den mot en blå fjäder.",прятать,han,han,bytte,byta,den,en,True
1200,"När turneringen återuppstod, 2004, bytte man årstid för turneringen till vårvintern.",прятать,man,man,bytte,byta,årstid,årstid,True
1201,"När utrikesminister Dean Acheson under 1950 anklagades för att vara ""mjuk mot kommunismen"" så spekulerades det att han skulle byta jobb med Vinson så att Acheson skulle bli chefsdomare och Vinson utrikesminister men så skedde det inte.",прятать,han,han,byta,byta,jobb,jobb,True
1202,"Närvaron av en medlem med extrem ståndpunkt eller attityd bidrar ytterligare till att polarisera gruppen, genom att andra medlemmar kommer att förändra sina uppfattningar i riktning mot den extremas.",прятать,bidrar,bidra,förändra,förändra,uppfattningar,uppfattning,True
1203,När Volvo införde sitt ”System 8” 1965 bytte bilen namn till N86.,прятать,bilen,bil,bytte,byta,namn,namn,True
1204,När Volvo införde sitt ”System 8” året därpå bytte bilen namn till F86.,прятать,bilen,bil,bytte,byta,namn,namn,True
1205,"Nästa dag bytte Clinton ut sin kampanjledare Patti Solis Doyle, som dock fortsätter som rådgivare.",прятать,clinton,clinton,bytte,byta,kampanjledare,kampanjledare,True
1206,"Navision Damgaard Axapta bytte först namn till Microsoft Business Solutions Axapta, och därefter till Microsoft Dynamics AX för versionerna 3.0 SP6, 4.0 och 2009.",прятать,damgaard,damgaard,bytte,byta,namn,namn,True
1207,Nazismen och andra världskriget förändrade människornas liv och städernas utseende på ett avgörande sätt.,прятать,nazismen,nazism,förändrade,förändra,liv,liv,True
1208,"Newmanprojektionen kan användas för att illustrera rotation av den främre delen av molekylen relativt den bakre, till exempel hur molekylen växlar mellan eclipsed och staggered konformationer vid rotationssteg om 60°.",прятать,molekylen,molekyl,växlar,växla,konformationer,konformation,True
1209,"New York Raiders bytte namn till New York Golden Blades och flyttade sedan till Cherry Hill, New Jersey, för att sedan byta namn till New Jersey Knights efter bara 24 matcher.",прятать,york,york,bytte,byta,namn,namn,True
1210,"Nolländelse förekommer bara vid presensstam på k eller g, vilka båda växlar med tj-fonemet, stavat -чь; jfr помогу - помочь (hjälpa).",прятать,båda,båda,växlar,växla,fonemet,fonem,True
1211,"Nolltoleransen i Stockholm – en av de få städer som ännu inte bytt denna metod mot harm reduction — har fått en lika grundlig som kritisk genomlysning av konstvetaren Jacob Kimvall i boken ""Noll tolerans.",прятать,som,som,bytt,byta,metod,metod,True
1212,Nördarna berättar då att de kan ändra betyget i datorn och Homer låter dem göra det så han får högsta betyg på pappret.,прятать,de,de,ändra,ändra,betyget,betyg,True
1213,Normala användare kan ändra ägare eller grupp bara för filer de själva äger.,прятать,användare,använda,ändra,ändra,ägare,ägare,True
1214,"Normalt krävs inte att man fastställer den exakta orsaken bakom symptomen, eftersom detta i stort inte förändrar behandlingen av tillståndet.",прятать,detta,denna,förändrar,förändra,behandlingen,behandling,True
1216,Norrköpings stad tog över aktiemajoriteten i järnvägsbolaget 1916 och i sin tur sålde de aktierna till Köpings stad 1931 men bolaget ändrade aldrig namnet från Köping-Uttersbergs Järnvägsaktiebolag.,прятать,bolaget,bolag,ändrade,ändra,namnet,namn,True
1217,"Northland Resources blev huvudsponsor till laget inför säsongen 2011/2012, då klubben bytte namn från Luleå Basket till Northland Basket.",прятать,klubben,klubb,bytte,byta,namn,namn,True
1218,Nortonlådan fungerar som en växellåda för att man inte ska behöva byta kugghjul då man vill ändra längdmatning.,прятать,man,man,byta,byta,kugghjul,kugghjul,True
1219,Nortonlådan fungerar som en växellåda för att man inte ska behöva byta kugghjul då man vill ändra längdmatning.,прятать,man,man,ändra,ändra,längdmatning,längdmatning,True
1220,N.S.F.) som året därpå bytte namn till Svenska Nationalsocialistiska Partiet (S.,прятать,n,n,bytte,byta,namn,namn,True
1221,N.S.F.) som året därpå bytte namn till Svenska Nationalsocialistiska Partiet (S.,прятать,s,s,bytte,byta,namn,namn,True
1222,Nu hade bandet bytt namn till The Airwaves.,прятать,bandet,band,bytt,byta,namn,namn,True
1223,"Numera har ämnet bytt namn till statsvetenskap vid de flesta lärosäten, men universiteten i Örebro och Uppsala håller fast vid det gamla namnet statskunskap.",прятать,ämnet,ämne,bytt,byta,namn,namn,True
1224,"Nu när det bara finns en medlem kvar så bytte Simone Bergamelli namnet till Trance Generator eller ""TG"".",прятать,simone,simone,bytte,byta,namnet,namn,True
1225,Nytt för i år är att festivalen har bytt namn så att tidigare händeleser inte ska förknipas med dagens festival.,прятать,festivalen,festival,bytt,byta,namn,namn,True
1226,O3 Games AB bytte namn till Starbreeze AB.,прятать,o,o,bytte,byta,namn,namn,True
1227,"Oblaten kan även p.g.a. vindens inverkan luta mer eller mindre mot horisontlinjen, vilket ändrar riktningen på det reflekterade ljuset.",прятать,vilket,vilken,ändrar,ändra,riktningen,riktning,True
1229,Ockra som pigment för måleri När ockror och andra jordpigment hettas upp (bränns) sker kemiska förändringar som förändrar kulören.,прятать,som,som,förändrar,förändra,kulören,kulör,True
1230,Också jordens ellipsformade bana runt solen genomgår en slags precession – ellipsen ändrar gradvis riktning och fullbordar ett helt varv på ungefär 112 000 år.,прятать,ellipsen,ellips,ändrar,ändra,riktning,riktning,True
1231,"Officiella övertagandet skedde 17 juni klockan 12 då också flygplatsen officiellt bytte namn till sitt nuvarande, Sundsvall Timrå Airport.",прятать,flygplatsen,flygplats,bytte,byta,namn,namn,True
1232,"Ofta byter man även ut karossdelar till lättare delar i kolfiber, såsom motorhuv och bagagelucka.",прятать,man,man,byter,byta,karossdelar,karossdel,True
1233,Ofta har till exempel nya banbrytande teorier tagits fram av unga forskare som motarbetats av äldre vetenskapsmän som inte ändrar sig oberoende av bevis.,прятать,som,som,ändrar,ändra,sig,sig,True
1234,Ombyggningen har dock inte förändrat byggnadens form eller struktur.,прятать,ombyggningen,ombyggning,förändrat,förändra,form,form,True
1235,"Om det upptäcks att spelarna har fel färger, fortsätts partiet utan att spelarna byter färg (om inte domaren dömer annorlunda).",прятать,spelarna,spel,byter,byta,färg,färg,True
1236,Omdöpningar Ochotnij Rjad är den station i Moskvas tunnelbana som bytt namn flest gånger.,прятать,som,som,bytt,byta,namn,namn,True
1237,"Om hanen försvinner från gruppen kommer den största honan att ta hans plats; hon byter kön och blir hane inom några dagar, och växer till sig och får hanligt utseende på några veckor.",прятать,hon,hon,byter,byta,kön,kön,True
1238,"Om man bytte växelläge utan att slå av motorn, vilket gick med lite våld, tillräckligt många gånger kunde splinesen i primärenheten skadas.",прятать,man,man,bytte,byta,växelläge,växelläge,True
1239,"Om man jämför alla ordformer i paradigmet är stammen det invarianta ordsegmentet, alltså den del av ordet som inte ändrar sig.",прятать,som,som,ändrar,ändra,sig,sig,True
1240,Om Migrationsverket inte ändrar beslutet går överklagandet vidare till en migrationsdomstol.,прятать,migrationsverket,migrationsverken,ändrar,ändra,beslutet,beslut,True
1241,Om onin gissar rätt byter han eller hon plats med den person som stod bakom honom eller henne.,прятать,han,han,byter,byta,plats,plats,True
1242,Om produktionen inte bara skapar det vi vill ha ( bruksvärden ) utan också det vi vill byta mot något annat ( bytesvärden ) uppstår ekonomiska lagar för hur värdena byts mot varandra.,прятать,vi,vi,byta,byta,det,den,True
1243,"Området i övrigt består i dagsläget (2014) av åkermark och den gamla Elinelunds gård, men en omfattande exploatering med bostäder etc förbereds, varvid hela området kommer att helt ändra karaktär till ett modernt stadsområde.",прятать,området,område,ändra,ändra,karaktär,karaktär,True
1244,Ön byter administration halvårsvis.,прятать,ön,ön,byter,byta,administration,administration,True
1245,"Operatören startade sin aktivitet den 28 april 2000 och bytte sin logo två gångar år 2002, och till den nuvarande logon den 28 april 2010.",прятать,gångar,gång,bytte,byta,logo,logo,True
1246,Ordet ändrar liksom harnesk betydelse från helrustning (kyriss) till bröstharnesk.,прятать,ordet,orde,ändrar,ändra,betydelse,betydelse,True
1247,"Ordet har således ändrat betydelse och kopplats samman med sammanbrott, tillintetgörelse och mänsklighetens utradering eller världens slut.",прятать,ordet,ord,ändrat,ändra,betydelse,betydelse,True
1248,"Ordet ""infruset"" bör inte leda tanken till en statisk situation där inget ändrar sig, utan syftar bara på magnetfältets och plasmats relation till varandra.",прятать,inget,ingen,ändrar,ändra,sig,sig,True
1249,Organisationen ändrade i sin tur sitt namn till ”Sveriges dövstummas riksförening” 1942.,прятать,organisationen,organisation,ändrade,ändra,namn,namn,True
1250,"Orsaken var att det hade kommit anklagelser om att en del länder byter röster mitt under sändningen, vilket exempelvis Bosnien visade att det gick förra året, då de lämnade felaktiga röster.",прятать,länder,land,byter,byta,röster,röst,True
1251,"Östrogen verkar förändra dess uttryck, och förstärka dess roll som tillväxtfaktor.",прятать,östrogen,östrogen,förändra,förändra,uttryck,uttryck,True
1252,"Otto Bauer var anhängare av så kallade revolutionära reformer, reformism som i grunden förändrade samhället i en frihetligt socialistisk riktning.",прятать,som,som,förändrade,förändra,samhället,samhälle,True
1253,"På 1500-talet bytte portugiserna namn på staden till Bom Bahia, ""God hamn"", vilket senare blev Bomaím.",прятать,talet,tale,bytte,byta,namn,namn,True
1254,"På 1500-talet bytte portugiserna namn på staden till Bom Bahia, ""God hamn"", vilket senare blev Bomaím.",прятать,portugiserna,portugis,bytte,byta,namn,namn,True
1255,"På 1500-talet bytte portugiserna namn på staden till Bom Bahia, ""God hamn"", vilket senare blev Bomaím.",прятать,bomaím,bomaím,bytte,byta,namn,namn,True
1256,På 1700-talet fanns här värdshuset Lugnet som senare bytte namn till Stora Essingens Wärdshus.,прятать,som,som,bytte,byta,namn,namn,True
1257,På 1700-talet hade den bredaste veredan i Alcudiadalen (Cañada Real Soriana Oriental) en bredd som växlade mellan 300 och 800 meter vid inträdet i dalen.,прятать,som,som,växlade,växla,meter,meter,True
1258,"På 1780-talet utvidgade och förändrade han bebyggelsen radikalt i godsets norra delar, speciellt kring Ranhammars sätesgård, nuvarande industriområdet och Bromma flygfält.",прятать,han,han,förändrade,förändra,bebyggelsen,bebyggelse,True
1259,På 1930-talet genomförde Max Delbrück med flera experiment som visade att man genom att utsätta celler för röntgenstrålar kunde förändra de ärftliga egenskaperna hos cellerna.,прятать,man,man,förändra,förändra,egenskaperna,egenskap,True
1260,På 1970-talet ändrade han stil och ägnade sig åt mer seriösa historier.,прятать,han,han,ändrade,ändra,stil,stil,True
1261,På ena sidan finns det oförnekbara påståendet att jordens organismer radikalt har förändrat planeten.,прятать,organismer,organisma,förändrat,förändra,planeten,planet,True
1262,På extra bolagsstämma den 2 januari 1969 bytte bolaget namn till Trafikaktiebolaget Saltsjöfart (TS) för att sedan säljas till SL som ett helägt dotterbolag.,прятать,bolaget,bolag,bytte,byta,namn,namn,True
1263,På fjärde raden har han ändrat ”L Janes heires masles” till ”L Jane and her heires masles”.,прятать,han,han,ändrat,ändra,masles,masles,True
1264,På grund av detta ömsesidiga beroende kommer något som förändrar eller påverkar en medlem i relationen i någon grad också påverka den andra medlemmen.,прятать,som,som,förändrar,förändra,medlem,medlem,True
1265,På grund av OS-sändningarna tvingades även programmet byta sändningsdatum och fick därmed sändas två veckor efter fjärde deltävlingen hade ägt rum.,прятать,programmet,program,byta,byta,sändningsdatum,sändningsdatum,True
1266,"Paisley ändrade sin inställning i denna fråga i september 2004, då han gick med att möta Ahern även i egenskap som politisk ledare för Democratic Unionist Party.",прятать,paisley,paisley,ändrade,ändra,inställning,inställning,True
1267,På kvällar och nätter byter amerikanska Nickelodeon namn till nick-at-Nite och sänder klassiska tv-serier för hela familjen.,прятать,nickelodeon,nickelodeon,byter,byta,namn,namn,True
1268,Panić förändrade snabbt strategin och kom att inkludera serbiska paramilitära styrkor kända för sin brutalitet i krigföringen.,прятать,panić,panić,förändrade,förändra,strategin,strategi,True
1269,Parasiten förändrar hjärnan på råttor med följd att de blir mindre rädda för katter.,прятать,parasiten,parasit,förändrar,förändra,hjärnan,hjärna,True
1270,Parken runt Uspenskijkatedralen i bildens mitt bytte 2014 namn från Skatuddsparken till Tove Janssons park.,прятать,parken,park,bytte,byta,namn,namn,True
1271,Partiet bytte följande år namn till Ecology Party och antog ett manifest kallat Manifesto for a Sustainable Society.,прятать,partiet,parti,bytte,byta,namn,namn,True
1272,"På San Diego Comic-Con 2011 bekräftades det att de första tolv avsnitten skulle tillhöra den första boken, att de övriga fjorton skulle tillhöra den andra, och att serien hade bytt namn till The Last Airbender: Legend of Korra.",прятать,serien,serie,bytt,byta,namn,namn,True
1273,"På sitt sjunde studioalbum bytte gruppen namn till Dream Command, främst på grund av påtryckningar från Communications Satellite Corporation och skivbolaget, för att sedan ta tillbaks sitt ursprungsnamn.",прятать,gruppen,grupp,bytte,byta,namn,namn,True
1274,"På svenska: ""Hon kommer att förändra ert liv!""",прятать,hon,hon,förändra,förändra,liv,liv,True
1275,Paul ändrade ett ord i första versen.,прятать,paul,paul,ändrade,ändra,ord,ord,True
1276,På vissa marknader bytte den också namn till Rover 100 för att anknyta till övriga modeller inom företaget.,прятать,den,den,bytte,byta,namn,namn,True
1277,PCD bytte namn till Riis Cycling A/S samma år.,прятать,pcd,pcd,bytte,byta,namn,namn,True
1278,Petter bytte modell från Citroën Xsara WRC till Citroën C4 under slutet av 2009.,прятать,petter,pett,bytte,byta,modell,modell,True
1279,"Pinnock är känd för teologiska ""resor"" där han i sanningssökandets namn frimodigt har bytt ståndpunkt i flera grundläggande frågor.",прятать,han,han,bytt,byta,ståndpunkt,ståndpunkt,True
1280,Pippin bytte dock sida efter slaget vid Colmar 833 och bidrog till faderns död.,прятать,pippin,pippi,bytte,byta,sida,sida,True
1281,"Planen iscensattes aldrig, eftersom Mao ändrade sin resrutt.",прятать,mao,mao,ändrade,ändra,resrutt,resrutt,True
1282,Planen utfördes efter att Churchill hade sagt åt Auchinleck att om han inte ändrade sin passiva hållning och gick på offensiven så skulle han ersättas.,прятать,han,han,ändrade,ändra,hållning,hållning,True
1283,"Plötsligt påminns Stig om sitt förflutna, vilket kanske förändrar allt.",прятать,vilket,vilken,förändrar,förändra,allt,all,True
1284,"Polhem, som efter alla motgångar tänkt lägga ner urmakeriet, ändrade sig då han märkte att brorsonen visade anlag för urmakeri.",прятать,polhem,polhem,ändrade,ändra,sig,sig,True
1285,Popp övertog ledningen av fabriken som samtidigt bytte namn till Bayerische Motorenwerke - BMW.,прятать,som,som,bytte,byta,namn,namn,True
1286,"Precis innan britterna och indierna kom hade portugiserna introducerat steknings- och marineringstekniker, liksom användning av kryddor som ändrade den milda kosten till aromatiska gryträtter.",прятать,som,som,ändrade,ändra,kosten,kost,True
1287,"Premiärsäsongen blev problematisk, hälften av de startande bilarna bröt och man bytte andreförare två gånger.",прятать,man,man,bytte,byta,gånger,gång,True
